short_app	policy_impl	cache_percentage	batchsize	dataset_short	num_worker	use_amp	epoch_e2e_time	cuda_usage	Step(average) L1 sample	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	coll_cache:solve_time
sage_unsup	WG	16.000000	2000	PAU	8	True	2.957266	23.15	0.004225	0.008735	0.010673	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.160000	0	0.160000	None
sage_unsup	Cliq	20.000000	2000	PAU	8	True	2.661039	19.95	0.004311	0.009128	0.007766	0.008047	0.000000	0.000000	100.000000	0.000000	0.000000	68.369084	nan	nan	0.550166	0.000000	0.000000	0.249183	0.747548	0.003269	0.200000	0.600000	0.800000	None
sage_unsup	Rep	20.000000	2000	PAU	8	True	7.370242	17.92	0.004236	0.044926	0.009746	0.043930	0.000000	0.000000	100.000000	0.000000	0.000000	12.524142	nan	nan	0.550186	0.000000	0.000000	0.691099	0.000000	0.308901	0.200000	0.000000	0.200000	None
sage_unsup	MPSPhaseColl	20.000000	2000	PAU	8	True	2.504170	21.51	0.004341	0.007951	0.007847	0.000533	0.006306	0.003542	39.322672	58.673388	2.003940	405.905546	51.191326	3.112759	0.216348	0.322813	0.011025	0.390592	0.595515	0.013893	0.199935	0.508348	0.708283	67.330000
sage_unsup	Coll	20.000000	2000	PAU	8	True	2.557420	19.43	0.004232	0.008560	0.007608	0.007489	0.000000	0.000000	100.000000	0.000000	0.000000	73.461911	nan	nan	0.550156	0.000000	0.000000	0.431177	0.554922	0.013901	0.199978	0.508507	0.708485	82.170000
sage_unsup	WG	20.000000	2000	PAU	8	True	2.957266	23.15	0.004225	0.008735	0.010673	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.200000	0	0.200000	None
sage_unsup	Cliq	25.000000	2000	PAU	8	True	2.545696	22.33	0.004209	0.008578	0.007526	0.007493	0.000000	0.000000	100.000000	0.000000	0.000000	73.408358	nan	nan	0.550049	0.000000	0.000000	0.250000	0.750000	0.000000	0.250000	0.750000	1.000000	None
sage_unsup	Rep	25.000000	2000	PAU	8	True	6.103026	21.10	0.004287	0.035247	0.009249	0.034160	0.000000	0.000000	100.000000	0.000000	0.000000	16.100703	nan	nan	0.550000	0.000000	0.000000	0.759814	0.000000	0.240186	0.250000	0.000000	0.250000	None
sage_unsup	MPSPhaseColl	25.000000	2000	PAU	8	True	2.595329	24.95	0.004360	0.008439	0.007908	0.000841	0.006493	0.002536	53.779916	44.911583	1.308501	351.736679	38.045780	2.838038	0.295811	0.247031	0.007197	0.541750	0.450421	0.007829	0.249878	0.532805	0.782683	41.020000
sage_unsup	Coll	25.000000	2000	PAU	8	True	2.447250	22.33	0.004296	0.007650	0.007593	0.006579	0.000000	0.000000	100.000000	0.000000	0.000000	83.631987	nan	nan	0.550215	0.000000	0.000000	0.548875	0.442891	0.008235	0.247842	0.525241	0.773084	62.900000
sage_unsup	WG	25.000000	2000	PAU	8	True	2.957266	23.15	0.004225	0.008735	0.010673	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.250000	0	0.250000	None
sage_unsup	Cliq	1.000000	4000	PAU	8	True	28.017779	9.17	0.007645	0.197339	0.019262	0.195919	0.000000	0.000000	100.000000	0.000000	0.000000	5.461441	nan	nan	1.070000	0.000000	0.000000	0.073149	0.219446	0.707406	0.010000	0.030000	0.040000	None
sage_unsup	Rep	1.000000	4000	PAU	8	True	34.142371	9.60	0.007654	0.243075	0.022346	0.241897	0.000000	0.000000	100.000000	0.000000	0.000000	4.423370	nan	nan	1.070000	0.000000	0.000000	0.129433	0.000000	0.870567	0.010000	0.000000	0.010000	None
sage_unsup	MPSPhaseColl	1.000000	4000	PAU	8	True	32.044707	11.83	0.007845	0.225786	0.022488	0.001213	0.002470	0.224301	7.135295	20.379125	72.485580	62.941184	88.282041	3.457834	0.076348	0.218057	0.775596	0.059070	0.215473	0.725457	0.009999	0.029990	0.039989	13.470000
sage_unsup	Coll	1.000000	4000	PAU	8	True	28.868991	9.18	0.007693	0.203432	0.019718	0.202022	0.000000	0.000000	100.000000	0.000000	0.000000	5.296453	nan	nan	1.070000	0.000000	0.000000	0.071205	0.201054	0.727741	0.009974	0.029483	0.039457	17.550000
sage_unsup	WG	1.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.010000	0	0.010000	None
sage_unsup	Cliq	2.000000	4000	PAU	8	True	22.460830	10.35	0.007663	0.155457	0.016517	0.153925	0.000000	0.000000	100.000000	0.000000	0.000000	6.951437	nan	nan	1.070000	0.000000	0.000000	0.107216	0.321649	0.571135	0.020000	0.060000	0.080000	None
sage_unsup	Rep	2.000000	4000	PAU	8	True	31.668716	10.16	0.007653	0.224703	0.020928	0.223389	0.000000	0.000000	100.000000	0.000000	0.000000	4.789851	nan	nan	1.070000	0.000000	0.000000	0.196201	0.000000	0.803799	0.020000	0.000000	0.020000	None
sage_unsup	MPSPhaseColl	2.000000	4000	PAU	8	True	27.454772	11.81	0.007847	0.191349	0.020381	0.001935	0.003360	0.189447	10.978570	28.470904	60.550526	60.708374	90.666271	3.419904	0.117471	0.304639	0.647891	0.136891	0.258410	0.604699	0.019989	0.053727	0.073716	11.400000
sage_unsup	Coll	2.000000	4000	PAU	8	True	23.771671	10.38	0.007809	0.164918	0.017253	0.163386	0.000000	0.000000	100.000000	0.000000	0.000000	6.548909	nan	nan	1.070000	0.000000	0.000000	0.097489	0.300594	0.601917	0.019831	0.058689	0.078520	26.180000
sage_unsup	WG	2.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.020000	0	0.020000	None
sage_unsup	Cliq	4.000000	4000	PAU	8	True	15.894367	10.69	0.007688	0.102567	0.016915	0.100889	0.000000	0.000000	100.000000	0.000000	0.000000	10.605715	nan	nan	1.070000	0.000000	0.000000	0.153230	0.459689	0.387082	0.040000	0.120000	0.160000	None
sage_unsup	Rep	4.000000	4000	PAU	8	True	27.956140	10.79	0.007721	0.196508	0.019400	0.195078	0.000000	0.000000	100.000000	0.000000	0.000000	5.484985	nan	nan	1.070000	0.000000	0.000000	0.292635	0.000000	0.707365	0.040000	0.000000	0.040000	None
sage_unsup	MPSPhaseColl	4.000000	4000	PAU	8	True	19.767821	14.27	0.007776	0.132278	0.017894	0.002295	0.004893	0.130538	14.972437	43.961741	41.065822	69.806134	96.135423	3.366103	0.160205	0.470391	0.439404	0.157458	0.434760	0.407782	0.039937	0.119392	0.159329	17.740000
sage_unsup	Coll	4.000000	4000	PAU	8	True	17.171978	12.18	0.007657	0.113161	0.016494	0.111519	0.000000	0.000000	100.000000	0.000000	0.000000	9.594778	nan	nan	1.070000	0.000000	0.000000	0.157972	0.416811	0.425217	0.039964	0.115294	0.155258	22.060000
sage_unsup	WG	4.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.040000	0	0.040000	None
sage_unsup	Cliq	8.000000	4000	PAU	8	True	8.972056	14.30	0.007686	0.050141	0.013904	0.048295	0.000000	0.000000	100.000000	0.000000	0.000000	22.155503	nan	nan	1.070000	0.000000	0.000000	0.206706	0.620118	0.173176	0.080000	0.240000	0.320000	None
sage_unsup	Rep	8.000000	4000	PAU	8	True	22.530746	13.54	0.007692	0.155475	0.016944	0.153943	0.000000	0.000000	100.000000	0.000000	0.000000	6.950625	nan	nan	1.070000	0.000000	0.000000	0.428884	0.000000	0.571116	0.080000	0.000000	0.080000	None
sage_unsup	MPSPhaseColl	8.000000	4000	PAU	8	True	11.282892	15.86	0.007796	0.065470	0.016968	0.003099	0.006482	0.063566	21.164026	59.056476	19.779498	73.073597	97.486007	3.329463	0.226455	0.631904	0.211641	0.234072	0.572169	0.193758	0.079972	0.231527	0.311499	18.940000
sage_unsup	Coll	8.000000	4000	PAU	8	True	9.285009	14.28	0.007607	0.052909	0.013725	0.051091	0.000000	0.000000	100.000000	0.000000	0.000000	20.943023	nan	nan	1.070000	0.000000	0.000000	0.210467	0.602522	0.187011	0.079906	0.236965	0.316871	33.810000
sage_unsup	WG	8.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.080000	0	0.080000	None
sage_unsup	Cliq	12.000000	4000	PAU	8	True	6.471237	16.95	0.007698	0.030624	0.013354	0.028650	0.000000	0.000000	100.000000	0.000000	0.000000	37.347295	nan	nan	1.070000	0.000000	0.000000	0.232823	0.698469	0.068708	0.120000	0.360000	0.480000	None
sage_unsup	Rep	12.000000	4000	PAU	8	True	18.788327	14.65	0.007604	0.125980	0.016584	0.124250	0.000000	0.000000	100.000000	0.000000	0.000000	8.611670	nan	nan	1.070000	0.000000	0.000000	0.530763	0.000000	0.469237	0.120000	0.000000	0.120000	None
sage_unsup	MPSPhaseColl	12.000000	4000	PAU	8	True	6.171165	17.51	0.007820	0.026765	0.014704	0.003465	0.007612	0.024714	23.441151	68.885076	7.673773	72.386815	96.830046	3.322383	0.250820	0.737070	0.082109	0.254841	0.672193	0.072966	0.119933	0.358207	0.478140	23.590000
sage_unsup	Coll	12.000000	4000	PAU	8	True	6.605693	16.46	0.007717	0.031545	0.013517	0.029577	0.000000	0.000000	100.000000	0.000000	0.000000	36.176759	nan	nan	1.070000	0.000000	0.000000	0.193714	0.732092	0.074194	0.118628	0.357366	0.475995	34.900000
sage_unsup	WG	12.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.120000	0	0.120000	None
sage_unsup	Cliq	16.000000	4000	PAU	8	True	5.249984	18.99	0.007710	0.020911	0.013326	0.018933	0.000000	0.000000	100.000000	0.000000	0.000000	56.515079	nan	nan	1.070000	0.000000	0.000000	0.244244	0.732731	0.023025	0.160000	0.480000	0.640000	None
sage_unsup	Rep	16.000000	4000	PAU	8	True	15.964861	19.07	0.007731	0.102638	0.017303	0.100961	0.000000	0.000000	100.000000	0.000000	0.000000	10.598152	nan	nan	1.070000	0.000000	0.000000	0.612906	0.000000	0.387094	0.160000	0.000000	0.160000	None
sage_unsup	MPSPhaseColl	16.000000	4000	PAU	8	True	4.030003	21.07	0.007761	0.011559	0.012929	0.000880	0.008600	0.008805	25.257374	71.991822	2.750803	307.106712	89.571221	3.342827	0.270254	0.770312	0.029434	0.274861	0.701116	0.024022	0.158937	0.476910	0.635846	90.380000
sage_unsup	Coll	16.000000	4000	PAU	8	True	5.146615	19.52	0.007665	0.020292	0.013158	0.018317	0.000000	0.000000	100.000000	0.000000	0.000000	58.415679	nan	nan	1.070000	0.000000	0.000000	0.253423	0.722563	0.024014	0.159275	0.476622	0.635897	77.880000
sage_unsup	WG	16.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.160000	0	0.160000	None
sage_unsup	Cliq	20.000000	4000	PAU	8	True	4.740800	21.70	0.007586	0.016994	0.013279	0.015052	0.000000	0.000000	100.000000	0.000000	0.000000	71.086899	nan	nan	1.070000	0.000000	0.000000	0.248757	0.746270	0.004973	0.200000	0.600000	0.800000	None
sage_unsup	Rep	20.000000	4000	PAU	8	True	13.492090	20.13	0.007728	0.083242	0.016985	0.081461	0.000000	0.000000	100.000000	0.000000	0.000000	13.135120	nan	nan	1.070000	0.000000	0.000000	0.680998	0.000000	0.319002	0.200000	0.000000	0.200000	None
sage_unsup	MPSPhaseColl	20.000000	4000	PAU	8	True	4.443717	22.71	0.007829	0.014511	0.013082	0.000949	0.011558	0.005655	40.101124	58.186697	1.712179	452.141234	53.867248	3.239666	0.429082	0.622598	0.018320	0.392578	0.593623	0.013799	0.198389	0.517519	0.715907	62.010000
sage_unsup	Coll	20.000000	4000	PAU	8	True	4.646489	21.13	0.007672	0.015961	0.013472	0.014013	0.000000	0.000000	100.000000	0.000000	0.000000	76.357668	nan	nan	1.070000	0.000000	0.000000	0.409796	0.576229	0.013976	0.198922	0.513778	0.712701	68.260000
sage_unsup	WG	20.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.200000	0	0.200000	None
sage_unsup	Cliq	25.000000	4000	PAU	8	True	4.610364	24.81	0.007618	0.016185	0.013014	0.014234	0.000000	0.000000	100.000000	0.000000	0.000000	75.172123	nan	nan	1.070000	0.000000	0.000000	0.250000	0.750000	0.000000	0.250000	0.750000	1.000000	None
sage_unsup	Rep	25.000000	4000	PAU	8	True	11.071400	22.28	0.007615	0.064464	0.016434	0.062548	0.000000	0.000000	100.000000	0.000000	0.000000	17.106862	nan	nan	1.070000	0.000000	0.000000	0.750914	0.000000	0.249086	0.250000	0.000000	0.250000	None
sage_unsup	MPSPhaseColl	25.000000	4000	PAU	8	True	4.500798	26.37	0.007749	0.015343	0.012947	0.001530	0.011831	0.004106	54.912931	43.955352	1.131717	384.031607	39.753382	2.949190	0.587568	0.470322	0.012109	0.554440	0.437490	0.008070	0.247779	0.512229	0.760007	48.530000
sage_unsup	Coll	25.000000	4000	PAU	8	True	4.304289	24.30	0.007617	0.014070	0.012682	0.012138	0.000000	0.000000	100.000000	0.000000	0.000000	88.152908	nan	nan	1.070000	0.000000	0.000000	0.556151	0.435564	0.008285	0.247668	0.507903	0.755571	86.490000
sage_unsup	WG	25.000000	4000	PAU	8	True	5.468541	27.18	0.007626	0.016820	0.019237	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.250000	0	0.250000	None
sage_unsup	Cliq	1.000000	8000	PAU	8	True	52.282723	14.17	0.014516	0.370757	0.032770	0.368238	0.000000	0.000000	100.000000	0.000000	0.000000	5.512739	nan	nan	2.030000	0.000000	0.000000	0.068349	0.205047	0.726604	0.010000	0.030000	0.040000	None
sage_unsup	Rep	1.000000	8000	PAU	8	True	64.206168	12.96	0.014507	0.459595	0.039933	0.457529	0.000000	0.000000	100.000000	0.000000	0.000000	4.436877	nan	nan	2.030000	0.000000	0.000000	0.112884	0.000000	0.887116	0.010000	0.000000	0.010000	None
sage_unsup	MPSPhaseColl	1.000000	8000	PAU	8	True	58.631622	13.29	0.014727	0.411986	0.042298	0.001851	0.003823	0.409399	6.744535	17.886007	75.369458	73.967619	94.974088	3.737185	0.136914	0.363086	1.530000	0.063959	0.180245	0.755796	0.009923	0.027936	0.037859	15.920000
sage_unsup	Coll	1.000000	8000	PAU	8	True	54.592898	13.20	0.014547	0.387172	0.035047	0.384681	0.000000	0.000000	100.000000	0.000000	0.000000	5.277100	nan	nan	2.030000	0.000000	0.000000	0.063279	0.182747	0.753974	0.009993	0.029032	0.039025	17.720000
sage_unsup	WG	1.000000	8000	PAU	8	True	10.487885	25.42	0.014652	0.031858	0.036875	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.010000	0	0.010000	None
sage_unsup	Cliq	2.000000	8000	PAU	8	True	41.172562	11.86	0.014494	0.283464	0.031470	0.280735	0.000000	0.000000	100.000000	0.000000	0.000000	7.231019	nan	nan	2.030000	0.000000	0.000000	0.102579	0.307738	0.589683	0.020000	0.060000	0.080000	None
sage_unsup	Rep	2.000000	8000	PAU	8	True	59.220261	14.54	0.014453	0.422534	0.036797	0.420225	0.000000	0.000000	100.000000	0.000000	0.000000	4.830745	nan	nan	2.030000	0.000000	0.000000	0.177814	0.000000	0.822186	0.020000	0.000000	0.020000	None
sage_unsup	MPSPhaseColl	2.000000	8000	PAU	8	True	49.213718	15.77	0.014723	0.340719	0.037853	0.003411	0.006008	0.337906	9.918604	28.505042	61.576355	59.028923	96.313639	3.699254	0.201348	0.578652	1.250000	0.089575	0.293457	0.616968	0.019909	0.059347	0.079256	9.530000
sage_unsup	Coll	2.000000	8000	PAU	8	True	42.761474	13.86	0.014488	0.296341	0.031326	0.293651	0.000000	0.000000	100.000000	0.000000	0.000000	6.912968	nan	nan	2.030000	0.000000	0.000000	0.107187	0.282148	0.610665	0.019908	0.059302	0.079210	10.150000
sage_unsup	WG	2.000000	8000	PAU	8	True	10.487885	25.42	0.014652	0.031858	0.036875	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.020000	0	0.020000	None
sage_unsup	Cliq	4.000000	8000	PAU	8	True	28.515869	14.03	0.014515	0.181210	0.032060	0.178213	0.000000	0.000000	100.000000	0.000000	0.000000	11.390864	nan	nan	2.030000	0.000000	0.000000	0.149387	0.448160	0.402454	0.040000	0.120000	0.160000	None
sage_unsup	Rep	4.000000	8000	PAU	8	True	52.056253	13.77	0.014494	0.369377	0.032870	0.366866	0.000000	0.000000	100.000000	0.000000	0.000000	5.533356	nan	nan	2.030000	0.000000	0.000000	0.273322	0.000000	0.726678	0.040000	0.000000	0.040000	None
sage_unsup	MPSPhaseColl	4.000000	8000	PAU	8	True	37.374593	17.21	0.014576	0.249641	0.034481	0.004619	0.008420	0.246596	14.171221	41.463016	44.365764	62.280966	99.964278	3.652229	0.287676	0.841699	0.900625	0.148335	0.409409	0.442256	0.039832	0.118927	0.158760	22.040000
sage_unsup	Coll	4.000000	8000	PAU	8	True	30.264383	14.15	0.014608	0.196408	0.031266	0.193447	0.000000	0.000000	100.000000	0.000000	0.000000	10.493830	nan	nan	2.030000	0.000000	0.000000	0.148684	0.419834	0.431482	0.039817	0.116568	0.156384	13.520000
sage_unsup	WG	4.000000	8000	PAU	8	True	10.487885	25.42	0.014652	0.031858	0.036875	0.000000	0.000000	0.000000	nan	nan	nan	nan	nan	nan	0.000000	0.000000	0.000000	None	None	None	0.040000	0	0.040000	None
sage_unsup	Cliq	8.000000	8000	PAU	8	True	15.868319	18.77	0.014477	0.087083	0.025282	0.083749	0.000000	0.000000	100.000000	0.000000	0.000000	24.239095	nan	nan	2.030000	0.000000	0.000000	0.204511	0.613534	0.181954	0.080000	0.240000	0.320000	None
sage_unsup	Rep	8.000000	8000	PAU	8	True	41.084704	18.01	0.014521	0.283047	0.031279	0.280325	0.000000	0.000000	100.000000	0.000000	0.000000	7.241595	nan	nan	2.030000	0.000000	0.000000	0.410409	0.000000	0.589591	0.080000	0.000000	0.080000	None
