short_app	policy_impl	cache_percentage	batchsize	dataset_short	num_worker	use_amp	epoch_e2e_time	cuda_usage	Step(average) L1 sample	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate
sage_unsup	Coll	10.000000	2000	PAU	4	True	5.166891	13.70	0.003836	0.009291	0.007519	0.008382	0.000000	0.000000	100.000000	0.000000	0.000000	65.651750	nan	nan	0.550293	0.000000	0.000000	0.268374	0.625816	0.105810	0.099968	0.299985	0.399954
sage_unsup	Cliq	1.000000	2000	CF	4	True	20.970570	10.35	0.004049	0.066369	0.013378	0.065616	0.000000	0.000000	100.000000	0.000000	0.000000	18.135821	nan	nan	1.190000	0.000000	0.000000	0.092239	0.276717	0.631044	0.010000	0.030000	0.040000
sage_unsup	MPSPhaseCliq	1.000000	2000	CF	4	True	21.002817	12.03	0.004082	0.066490	0.013387	0.000341	0.002953	0.065710	9.206769	27.549731	63.243501	321.291926	111.019911	11.453320	0.109561	0.327842	0.752598	0.092233	0.276699	0.631069	0.010000	0.030000	0.040000
sage_unsup	Rep	1.000000	2000	CF	4	True	26.429110	9.66	0.004038	0.088306	0.013305	0.087761	0.000000	0.000000	100.000000	0.000000	0.000000	13.559554	nan	nan	1.190000	0.000000	0.000000	0.154123	0.000000	0.845877	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseRep	1.000000	2000	CF	4	True	26.452292	12.59	0.004112	0.088435	0.013179	0.000734	0.000000	0.087864	15.126050	0.000000	84.873950	245.231608	nan	11.495038	0.180000	0.000000	1.010000	0.154106	0.000000	0.845894	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseColl	1.000000	2000	CF	4	True	21.415346	11.47	0.004086	0.068185	0.013315	0.000429	0.002741	0.067415	9.660583	25.409500	64.929917	267.974213	110.314866	11.461337	0.114961	0.302373	0.772666	0.088177	0.263755	0.648068	0.009889	0.028095	0.037985
sage_unsup	Coll	1.000000	2000	CF	4	True	21.097803	9.76	0.004038	0.067078	0.013217	0.066326	0.000000	0.000000	100.000000	0.000000	0.000000	17.941682	nan	nan	1.190000	0.000000	0.000000	0.091830	0.270134	0.638036	0.010000	0.029803	0.039803
sage_unsup	Cliq	2.000000	2000	CF	4	True	16.330985	11.01	0.004036	0.049094	0.012134	0.048270	0.000000	0.000000	100.000000	0.000000	0.000000	24.652994	nan	nan	1.190000	0.000000	0.000000	0.134354	0.403063	0.462583	0.020000	0.060000	0.080000
sage_unsup	MPSPhaseCliq	2.000000	2000	CF	4	True	16.410075	13.33	0.004087	0.049242	0.012252	0.000479	0.004261	0.048389	13.403525	40.125230	46.471245	332.989464	112.060604	11.428379	0.159502	0.477490	0.553008	0.134396	0.403187	0.462417	0.020000	0.060000	0.080000
sage_unsup	Rep	2.000000	2000	CF	4	True	24.347160	11.51	0.004054	0.079323	0.013955	0.078656	0.000000	0.000000	100.000000	0.000000	0.000000	15.129170	nan	nan	1.190000	0.000000	0.000000	0.242446	0.000000	0.757554	0.020000	0.000000	0.020000
sage_unsup	MPSPhaseRep	2.000000	2000	CF	4	True	24.383908	12.09	0.004092	0.079544	0.013833	0.001027	0.000000	0.078853	24.182642	0.000000	75.817358	280.207826	nan	11.441880	0.287773	0.000000	0.902227	0.242395	0.000000	0.757605	0.020000	0.000000	0.020000
sage_unsup	MPSPhaseColl	2.000000	2000	CF	4	True	16.537026	12.75	0.004080	0.049823	0.012199	0.000390	0.004214	0.048972	13.201648	39.715730	47.082622	402.819511	112.154055	11.440889	0.157100	0.472617	0.560283	0.134889	0.396489	0.468621	0.019845	0.058871	0.078716
sage_unsup	Coll	2.000000	2000	CF	4	True	16.604239	11.65	0.004073	0.050197	0.012075	0.049375	0.000000	0.000000	100.000000	0.000000	0.000000	24.101266	nan	nan	1.190000	0.000000	0.000000	0.127666	0.399006	0.473328	0.019909	0.058609	0.078518
sage_unsup	Cliq	4.000000	2000	CF	4	True	10.823282	12.42	0.004024	0.028743	0.010473	0.027839	0.000000	0.000000	100.000000	0.000000	0.000000	42.745788	nan	nan	1.190000	0.000000	0.000000	0.183867	0.551601	0.264532	0.040000	0.120000	0.160000
sage_unsup	MPSPhaseCliq	4.000000	2000	CF	4	True	10.913617	14.15	0.004086	0.028980	0.010515	0.000641	0.005780	0.028044	18.321626	54.897584	26.780790	340.136262	113.024438	11.363978	0.218027	0.653281	0.318691	0.183854	0.551563	0.264583	0.040000	0.120000	0.160000
sage_unsup	Rep	4.000000	2000	CF	4	True	20.951831	11.59	0.004042	0.066358	0.013355	0.065606	0.000000	0.000000	100.000000	0.000000	0.000000	18.138585	nan	nan	1.190000	0.000000	0.000000	0.368853	0.000000	0.631147	0.040000	0.000000	0.040000
sage_unsup	MPSPhaseRep	4.000000	2000	CF	4	True	21.044273	13.97	0.004135	0.066754	0.013231	0.001444	0.000000	0.065973	36.772092	0.000000	63.227908	303.038705	nan	11.404849	0.437588	0.000000	0.752412	0.368952	0.000000	0.631048	0.040000	0.000000	0.040000
sage_unsup	MPSPhaseColl	4.000000	2000	CF	4	True	11.058817	13.56	0.004119	0.029922	0.010111	0.000515	0.005733	0.028983	18.090205	54.154904	27.754891	418.006675	112.409447	11.395756	0.215273	0.644443	0.330283	0.173292	0.552323	0.274385	0.039961	0.119927	0.159889
sage_unsup	Coll	4.000000	2000	CF	4	True	10.884191	12.99	0.004078	0.028932	0.010548	0.028023	0.000000	0.000000	100.000000	0.000000	0.000000	42.465118	nan	nan	1.190000	0.000000	0.000000	0.181844	0.551858	0.266298	0.039988	0.119663	0.159651
sage_unsup	Cliq	6.000000	2000	CF	4	True	8.577108	14.24	0.004062	0.020353	0.009749	0.019328	0.000000	0.000000	100.000000	0.000000	0.000000	61.568709	nan	nan	1.190000	0.000000	0.000000	0.211516	0.634547	0.153937	0.060000	0.180000	0.240000
sage_unsup	MPSPhaseCliq	6.000000	2000	CF	4	True	7.938064	15.36	0.004071	0.017687	0.009823	0.000729	0.006637	0.016638	21.100315	63.161436	15.738248	344.435871	113.247114	11.256471	0.251094	0.751621	0.187285	0.211536	0.634608	0.153856	0.060000	0.180000	0.240000
sage_unsup	Rep	6.000000	2000	CF	4	True	18.424170	13.48	0.004037	0.056825	0.012793	0.055941	0.000000	0.000000	100.000000	0.000000	0.000000	21.272412	nan	nan	1.190000	0.000000	0.000000	0.462650	0.000000	0.537350	0.060000	0.000000	0.060000
sage_unsup	MPSPhaseRep	6.000000	2000	CF	4	True	18.554095	15.77	0.004106	0.057380	0.012667	0.001748	0.000000	0.056471	46.078978	0.000000	53.921022	313.695563	nan	11.362649	0.548340	0.000000	0.641660	0.462639	0.000000	0.537361	0.060000	0.000000	0.060000
sage_unsup	MPSPhaseColl	6.000000	2000	CF	4	True	7.861306	14.81	0.004114	0.017610	0.009857	0.000873	0.006632	0.016554	21.262802	62.942325	15.794873	289.836591	112.939335	11.354294	0.253027	0.749014	0.187959	0.195125	0.650418	0.154458	0.059986	0.179930	0.239916
sage_unsup	Coll	6.000000	2000	CF	4	True	8.536044	14.25	0.004074	0.020775	0.009215	0.019752	0.000000	0.000000	100.000000	0.000000	0.000000	60.247064	nan	nan	1.190000	0.000000	0.000000	0.187809	0.652329	0.159863	0.059990	0.179924	0.239915
sage_unsup	Cliq	8.000000	2000	CF	4	True	7.185015	15.15	0.004071	0.015639	0.009015	0.014656	0.000000	0.000000	100.000000	0.000000	0.000000	81.195415	nan	nan	1.190000	0.000000	0.000000	0.227633	0.682898	0.089469	0.080000	0.240000	0.320000
sage_unsup	MPSPhaseCliq	8.000000	2000	CF	4	True	6.140889	15.70	0.004116	0.011027	0.009294	0.000793	0.007146	0.010014	22.693999	68.001576	9.304425	340.553082	113.240799	11.056786	0.270059	0.809219	0.110723	0.227630	0.682890	0.089480	0.080000	0.240000	0.320000
sage_unsup	Rep	8.000000	2000	CF	4	True	16.333548	14.75	0.004044	0.049057	0.012177	0.048231	0.000000	0.000000	100.000000	0.000000	0.000000	24.672928	nan	nan	1.190000	0.000000	0.000000	0.537566	0.000000	0.462434	0.080000	0.000000	0.080000
sage_unsup	MPSPhaseRep	8.000000	2000	CF	4	True	16.493323	15.31	0.004095	0.049722	0.012111	0.001994	0.000000	0.048869	53.537782	0.000000	46.462218	319.508330	nan	11.313929	0.637100	0.000000	0.552900	0.537609	0.000000	0.462391	0.080000	0.000000	0.080000
sage_unsup	MPSPhaseColl	8.000000	2000	CF	4	True	6.054120	15.69	0.004096	0.010763	0.009370	0.001042	0.007071	0.009755	22.852383	67.812008	9.335609	260.982111	114.122881	11.388391	0.271943	0.806963	0.111094	0.192454	0.717740	0.089806	0.079991	0.239933	0.319924
sage_unsup	Coll	8.000000	2000	CF	4	True	7.211984	15.18	0.004019	0.015755	0.009014	0.014782	0.000000	0.000000	100.000000	0.000000	0.000000	80.503315	nan	nan	1.190000	0.000000	0.000000	0.199967	0.710229	0.089804	0.079914	0.239973	0.319887
sage_unsup	Cliq	0.200000	500	MAG	4	True	9.119804	8.09	0.001423	0.024575	0.010544	0.024319	0.000000	0.000000	100.000000	0.000000	0.000000	14.351883	nan	nan	0.349023	0.000000	0.000000	0.052039	0.156117	0.791844	0.002000	0.006000	0.008000
sage_unsup	MPSPhaseCliq	0.200000	500	MAG	4	True	9.155257	10.05	0.001462	0.024593	0.010561	0.000087	0.000541	0.024315	5.032590	15.097770	79.869639	201.935165	97.421586	11.466928	0.017568	0.052705	0.278818	0.052039	0.156117	0.791843	0.002000	0.006000	0.008000
sage_unsup	Rep	0.200000	500	MAG	4	True	10.108027	8.31	0.001441	0.027678	0.011275	0.027454	0.000000	0.000000	100.000000	0.000000	0.000000	12.719430	nan	nan	0.349199	0.000000	0.000000	0.100314	0.000000	0.899686	0.002000	0.000000	0.002000
sage_unsup	MPSPhaseRep	0.200000	500	MAG	4	True	10.019942	10.03	0.001477	0.027672	0.010880	0.000299	0.000000	0.027434	9.815230	0.000000	90.184770	114.509302	nan	11.467152	0.034238	0.000000	0.314590	0.099842	0.000000	0.900158	0.002000	0.000000	0.002000
sage_unsup	MPSPhaseColl	0.200000	500	MAG	4	True	9.286229	9.83	0.001476	0.025091	0.010596	0.000100	0.000483	0.024819	5.507692	12.959441	81.532867	192.285156	93.673169	11.468973	0.019229	0.045244	0.284648	0.058440	0.132448	0.809112	0.001974	0.005366	0.007340
sage_unsup	Coll	0.200000	500	MAG	4	True	9.453894	8.33	0.001413	0.025604	0.010695	0.025364	0.000000	0.000000	100.000000	0.000000	0.000000	13.750573	nan	nan	0.348770	0.000000	0.000000	0.054731	0.116987	0.828282	0.001998	0.004449	0.006447
sage_unsup	Cliq	0.600000	500	MAG	4	True	7.869901	9.70	0.001423	0.019960	0.010222	0.019707	0.000000	0.000000	100.000000	0.000000	0.000000	17.720543	nan	nan	0.349219	0.000000	0.000000	0.093187	0.279562	0.627250	0.006000	0.018000	0.024000
sage_unsup	MPSPhaseCliq	0.600000	500	MAG	4	True	7.886987	11.43	0.001467	0.019958	0.010128	0.000112	0.000876	0.019684	8.850350	26.545455	64.604196	275.878906	105.794271	11.458386	0.030898	0.092676	0.225547	0.093166	0.279499	0.627334	0.006000	0.018000	0.024000
sage_unsup	Rep	0.600000	500	MAG	4	True	9.432496	9.61	0.001433	0.025388	0.010944	0.025154	0.000000	0.000000	100.000000	0.000000	0.000000	13.868865	nan	nan	0.348857	0.000000	0.000000	0.178673	0.000000	0.821327	0.006000	0.000000	0.006000
sage_unsup	MPSPhaseRep	0.600000	500	MAG	4	True	9.522812	11.46	0.001505	0.025437	0.011081	0.000375	0.000000	0.025183	17.344370	0.000000	82.655630	161.510417	nan	11.461415	0.060566	0.000000	0.288633	0.178663	0.000000	0.821337	0.006000	0.000000	0.006000
sage_unsup	MPSPhaseColl	0.600000	500	MAG	4	True	7.940165	11.44	0.001460	0.020240	0.010092	0.000183	0.000862	0.019967	8.638209	25.749475	65.612316	164.681523	104.215759	11.464228	0.030137	0.089834	0.228906	0.089256	0.272634	0.638110	0.005873	0.017305	0.023178
sage_unsup	Coll	0.600000	500	MAG	4	True	8.067455	9.61	0.001434	0.020512	0.010416	0.020261	0.000000	0.000000	100.000000	0.000000	0.000000	17.227332	nan	nan	0.349043	0.000000	0.000000	0.079876	0.272966	0.647158	0.005976	0.016684	0.022660
sage_unsup	Cliq	1.000000	500	MAG	4	True	7.006474	11.23	0.001439	0.016764	0.009927	0.016514	0.000000	0.000000	100.000000	0.000000	0.000000	21.127907	nan	nan	0.348906	0.000000	0.000000	0.121372	0.364115	0.514513	0.010000	0.030000	0.040000
sage_unsup	MPSPhaseCliq	1.000000	500	MAG	4	True	7.001705	12.95	0.001467	0.016776	0.009786	0.000138	0.001112	0.016502	11.468762	34.411880	54.119358	290.208899	108.062964	11.452210	0.040049	0.120166	0.188984	0.121468	0.364405	0.514127	0.010000	0.030000	0.040000
sage_unsup	Rep	1.000000	500	MAG	4	True	8.956078	11.05	0.001424	0.023807	0.010553	0.023567	0.000000	0.000000	100.000000	0.000000	0.000000	14.802379	nan	nan	0.348848	0.000000	0.000000	0.234304	0.000000	0.765696	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseRep	1.000000	500	MAG	4	True	8.966059	12.65	0.001473	0.023837	0.010553	0.000428	0.000000	0.023583	22.604196	0.000000	77.395804	184.383214	nan	11.457621	0.078916	0.000000	0.270205	0.234563	0.000000	0.765437	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseColl	1.000000	500	MAG	4	True	7.047716	12.82	0.001444	0.017014	0.009712	0.000151	0.001074	0.016744	12.140879	32.881081	54.978040	280.680877	106.876309	11.462245	0.042383	0.114785	0.191924	0.134095	0.342786	0.523118	0.009957	0.029679	0.039636
sage_unsup	Coll	1.000000	500	MAG	4	True	7.328836	11.13	0.001501	0.016988	0.010622	0.016731	0.000000	0.000000	100.000000	0.000000	0.000000	20.847458	nan	nan	0.348799	0.000000	0.000000	0.111338	0.366142	0.522519	0.009588	0.029373	0.038961
sage_unsup	Cliq	0.200000	1000	MAG	4	True	16.286936	9.02	0.002021	0.048749	0.014321	0.048364	0.000000	0.000000	100.000000	0.000000	0.000000	14.304973	nan	nan	0.691846	0.000000	0.000000	0.050414	0.151242	0.798344	0.002000	0.006000	0.008000
sage_unsup	MPSPhaseCliq	0.200000	1000	MAG	4	True	16.287364	11.02	0.002084	0.048782	0.014284	0.000121	0.000958	0.048372	4.956252	14.870167	80.173582	283.445248	107.411681	11.469340	0.034297	0.102900	0.554795	0.050436	0.151307	0.798258	0.002000	0.006000	0.008000
sage_unsup	Rep	0.200000	1000	MAG	4	True	17.967207	9.02	0.002072	0.054911	0.014824	0.054616	0.000000	0.000000	100.000000	0.000000	0.000000	12.668349	nan	nan	0.691895	0.000000	0.000000	0.095373	0.000000	0.904627	0.002000	0.000000	0.002000
sage_unsup	MPSPhaseRep	0.200000	1000	MAG	4	True	17.947595	10.72	0.002068	0.054955	0.014734	0.000390	0.000000	0.054642	9.449774	0.000000	90.550226	167.718349	nan	11.470615	0.065410	0.000000	0.626777	0.095328	0.000000	0.904672	0.002000	0.000000	0.002000
sage_unsup	MPSPhaseColl	0.200000	1000	MAG	4	True	16.469516	10.98	0.002062	0.049466	0.014264	0.000191	0.000890	0.049075	5.059898	13.581013	81.359089	183.348331	105.611394	11.473988	0.035020	0.093994	0.563086	0.047531	0.142055	0.810415	0.001848	0.005425	0.007273
sage_unsup	Coll	0.200000	1000	MAG	4	True	16.429682	9.01	0.002045	0.049276	0.014352	0.048901	0.000000	0.000000	100.000000	0.000000	0.000000	14.144889	nan	nan	0.691699	0.000000	0.000000	0.056883	0.135296	0.807821	0.001906	0.005693	0.007599
sage_unsup	Cliq	0.600000	1000	MAG	4	True	13.796602	10.53	0.002060	0.039458	0.013581	0.039064	0.000000	0.000000	100.000000	0.000000	0.000000	17.711820	nan	nan	0.691895	0.000000	0.000000	0.090649	0.271946	0.637406	0.006000	0.018000	0.024000
sage_unsup	MPSPhaseCliq	0.600000	1000	MAG	4	True	13.682949	12.23	0.002071	0.039461	0.013181	0.000200	0.001661	0.039045	8.821993	26.463155	64.714853	305.078125	110.191056	11.463386	0.061016	0.183027	0.447588	0.090635	0.271906	0.637459	0.006000	0.018000	0.024000
sage_unsup	Rep	0.600000	1000	MAG	4	True	16.739464	10.66	0.002045	0.050398	0.014447	0.050049	0.000000	0.000000	100.000000	0.000000	0.000000	13.819074	nan	nan	0.691631	0.000000	0.000000	0.172578	0.000000	0.827422	0.006000	0.000000	0.006000
sage_unsup	MPSPhaseRep	0.600000	1000	MAG	4	True	16.785478	11.91	0.002114	0.050453	0.014810	0.000541	0.000000	0.050085	17.011699	0.000000	82.988301	217.605563	nan	11.466445	0.117725	0.000000	0.574297	0.172749	0.000000	0.827251	0.006000	0.000000	0.006000
sage_unsup	MPSPhaseColl	0.600000	1000	MAG	4	True	14.029506	12.21	0.002067	0.040466	0.013527	0.000173	0.001541	0.040053	9.075637	24.513679	66.410684	362.908689	110.045476	11.470154	0.062783	0.169580	0.459414	0.097949	0.247130	0.654922	0.005971	0.016764	0.022735
sage_unsup	Coll	0.600000	1000	MAG	4	True	14.099195	10.52	0.002056	0.040177	0.014100	0.039791	0.000000	0.000000	100.000000	0.000000	0.000000	17.384290	nan	nan	0.691738	0.000000	0.000000	0.093610	0.256029	0.650361	0.005985	0.016997	0.022982
sage_unsup	Cliq	1.000000	1000	MAG	4	True	12.102594	12.05	0.002042	0.033058	0.013344	0.032666	0.000000	0.000000	100.000000	0.000000	0.000000	21.175197	nan	nan	0.691709	0.000000	0.000000	0.118273	0.354820	0.526907	0.010000	0.030000	0.040000
sage_unsup	MPSPhaseCliq	1.000000	1000	MAG	4	True	12.006410	13.79	0.002081	0.033074	0.012809	0.000251	0.002137	0.032658	11.473396	34.417363	54.109241	316.118339	111.379307	11.458118	0.079346	0.238018	0.374199	0.118280	0.354839	0.526882	0.010000	0.030000	0.040000
sage_unsup	Rep	1.000000	1000	MAG	4	True	15.985183	12.08	0.002073	0.047219	0.014684	0.046858	0.000000	0.000000	100.000000	0.000000	0.000000	14.763479	nan	nan	0.691787	0.000000	0.000000	0.227343	0.000000	0.772657	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseRep	1.000000	1000	MAG	4	True	15.880292	14.09	0.002122	0.047294	0.014033	0.000645	0.000000	0.046912	22.299671	0.000000	77.700329	239.280523	nan	11.463243	0.154336	0.000000	0.537764	0.227311	0.000000	0.772689	0.010000	0.000000	0.010000
sage_unsup	MPSPhaseColl	1.000000	1000	MAG	4	True	12.164064	14.03	0.002077	0.033564	0.012961	0.000215	0.002095	0.033148	11.223251	33.812320	54.964429	361.146439	111.659084	11.471693	0.077646	0.233926	0.380264	0.128080	0.336157	0.535764	0.009837	0.029471	0.039308
